################## COMPONENT DAMAGE VALUES - START #########################
######## ENERGY
# Laser
@min_laser_s = 56
				ship_uses_weaver_components = yes
				from = {
					has_technology = tech_acot_bio_weapons_enig
				}
			}
		}
	}
	prerequisites = {
		"tech_point_defense_re"
	}
	component_set = "ACOT_POINT_DEFENSE_RE"
	projectile_gfx = "acot_point_defence_laser_re"
	tags = {
		weapon_type_point_defense
		weapon_type_energy
		weapon_type_acot_runic
		m_slot
	}
	ai_tags = {
		weapon_role_point_defense
		screen
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
	point_defence_targets = {
		"missile"
		"strike_craft"
	}
}

######################################## XL AND T
### Lance
weapon_component_template = {
	key = "ACOT_PARTICLE_LANCE_RE"
	size = extra_large
	icon = "GFX_ship_part_energy_lance_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_energy_lance
		max = @max_energy_lance
	}
	windup = {
		min = 12
		max = 47
	}
	total_fire_time = 70
	range = 150
	accuracy = 1
	power = @xl_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 2
	shield_penetration = 0
	shield_damage = 0.75
	tracking = 0
	upgrades_to = ACOT_PARTICLE_LANCE_SE
	target_weights = {
		battleship = 2
		offspring_battleship = 2
		precursor_battlecruiser = 2
		large_ship_fallen_empire = 2
		titan = 3
		juggernaut = 3
		precursor_assault_carrier = 3
		precursor_titan = 3
		massive_ship_fallen_empire = 3
	}
	resources = {
		category = ship_components
		cost = {
			alloys = @xl_re_cost
			aot_sr_runic_power = @xl_re_sr_cost
		}
		upkeep = {
			alloys = @xl_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @xl_re_upkeep_energy
		}
	}
	firing_arc = 25
	prerequisites = {
		"tech_energy_lance_re"
	}
	component_set = "ACOT_PARTICLE_LANCE_RE"
	projectile_gfx = "acot_energy_lance_re"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		x_slot
	}
	ai_tags = {
		weapon_role_artillery
		artillery
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "ACOT_PERDITION_BEAM_RE"
	size = titanic
	type = instant
	prio_projectile = yes
	icon = "GFX_ship_part_perdition_beam_re"
	icon_frame = 1
	damage = {
		min = @min_perdition
		max = @max_perdition
	}
	windup = {
		min = 30
		max = 120
	}
	total_fire_time = 180
	range = 250
	accuracy = 1
	power = @titanic_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0.25
	armor_damage = 2
	shield_penetration = 0
	shield_damage = 0.75
	tracking = 0
	firing_arc = 10
	min_range = 0
	upgrades_to = ACOT_PERDITION_BEAM_SE
	target_weights = {
		battleship = 2
		offspring_battleship = 2
		precursor_battlecruiser = 2
		large_ship_fallen_empire = 2
		titan = 3
		juggernaut = 3
		precursor_assault_carrier = 3
		precursor_titan = 3
		massive_ship_fallen_empire = 3
	}
	resources = {
		category = ship_components
		cost = {
			alloys = @titanic_re_cost
			aot_sr_runic_power = @titanic_re_sr_cost
		}
		upkeep = {
			alloys = @titanic_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @titanic_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_perdition_beam_re"
	}
	component_set = "ACOT_PERDITION_BEAM_RE"
	projectile_gfx = "titan_laser_re"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		t_slot
	}
	ai_tags = {
		weapon_role_artillery
		artillery
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

### Emitter
weapon_component_template = {
	key = "ACOT_ARC_EMITTER_RE"
	size = extra_large
	icon = "GFX_ship_part_arc_emitter_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_emitter
		max = @max_emitter
	}
	windup = {
		min = 12
		max = 48
	}
	total_fire_time = 71
	range = 150
	accuracy = 1
	power = @xl_re_power_cost
	hull_damage = 1.25
	armor_penetration = 1.25
	armor_damage = 1
	shield_penetration = 1.25
	shield_damage = 1
	tracking = 0
	firing_arc = 25
	min_range = 10
	upgrades_to = ACOT_ARC_EMITTER_SE
	target_weights = {
		battleship = 2
		offspring_battleship = 2
		precursor_battlecruiser = 2
		large_ship_fallen_empire = 2
		titan = 3
		juggernaut = 3
		precursor_assault_carrier = 3
		precursor_titan = 3
		massive_ship_fallen_empire = 3
	}
	resources = {
		category = ship_components
		cost = {
			alloys = @xl_re_cost
			aot_sr_runic_power = @xl_re_sr2_cost
		}
		upkeep = {
			alloys = @xl_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @xl_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_arc_emitter_re"
	}
	component_set = "ACOT_ARC_EMITTER_RE"
	projectile_gfx = "acot_arc_emitter_re"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		x_slot
	}
	ai_tags = {
		weapon_role_artillery
		artillery
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "ACOT_TITAN_EMITTER_RE"
	size = titanic
	type = instant
	prio_projectile = yes
	icon = "GFX_ship_part_titan_emitter_re"
	icon_frame = 1
	damage = {
		min = @min_titan_emitter
		max = @max_titan_emitter
	}
	windup = {
		min = 24
		max = 48
	}
	total_fire_time = 80
	range = 275
	accuracy = 1
	power = @titanic_re_power_cost
	hull_damage = 2
	armor_penetration = 1.25
	armor_damage = 1
	shield_penetration = 1.25
	shield_damage = 1
	tracking = 0
	firing_arc = 10
	min_range = 15
	upgrades_to = ACOT_ARC_EMITTER_SE_TITAN
	target_weights = {
		battleship = 2
		offspring_battleship = 2
		precursor_battlecruiser = 2
		large_ship_fallen_empire = 2
		titan = 3
		juggernaut = 3
		precursor_assault_carrier = 3
		precursor_titan = 3
		massive_ship_fallen_empire = 3
	}
	resources = {
		category = ship_components
		cost = {
			alloys = @titanic_re_cost
			aot_sr_runic_power = @titanic_re_sr_cost
		}
		upkeep = {
			alloys = @titanic_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @titanic_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_titan_emitter_re"
	}
	component_set = "ACOT_TITAN_EMITTER_RE"
	projectile_gfx = "acot_arc_emitter_re"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		t_slot
	}
	ai_tags = {
		weapon_role_artillery
		artillery
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

#####################################################
####  KINETIC
#####################################################
### Gauss
weapon_component_template = {
	key = "SMALL_ACOT_MASS_DRIVER_RE"
	size = small
	icon = "GFX_ship_part_mass_driver_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_gauss_s
		max = @max_gauss_s
	}
	windup = {
		min = 1
		max = 18
	}
	total_fire_time = 25
	range = 50
	accuracy = 0.75
	power = @s_re_power_cost
	hull_damage = 1
	armor_penetration = 0
	armor_damage = 0.75
	shield_penetration = 0.25
	shield_damage = 1.5
	tracking = 0.6
	upgrades_to = SMALL_ACOT_MASS_DRIVER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @s_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_mass_driver_re"
	}
	component_set = "ACOT_MASS_DRIVER_RE"
	projectile_gfx = "acot_mass_driver_re_s"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		s_slot
	}
	ai_tags = {
		weapon_role_anti_shield
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "MEDIUM_ACOT_MASS_DRIVER_RE"
	size = medium
	icon = "GFX_ship_part_mass_driver_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_gauss_m
		max = @max_gauss_m
	}
	windup = {
		min = 1
		max = 18
	}
	total_fire_time = 25
	range = 75
	accuracy = 0.75
	power = @m_re_power_cost
	hull_damage = 1
	armor_penetration = 0
	armor_damage = 0.5
	shield_penetration = 0.25
	shield_damage = 1.5
	tracking = 0.3
	upgrades_to = ACOT_MASS_DRIVER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_mass_driver_re"
	}
	component_set = "ACOT_MASS_DRIVER_RE"
	projectile_gfx = "acot_mass_driver_re_m"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		m_slot
	}
	ai_tags = {
		weapon_role_anti_shield
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "LARGE_ACOT_MASS_DRIVER_RE"
	size = large
	icon = "GFX_ship_part_mass_driver_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_gauss_l
		max = @max_gauss_l
	}
	windup = {
		min = 1
		max = 18
	}
	total_fire_time = 25
	range = 100
	min_range = 0
	accuracy = 0.75
	power = @l_re_power_cost
	hull_damage = 1
	armor_penetration = 0
	armor_damage = 0.5
	shield_penetration = 0.25
	shield_damage = 1.5
	tracking = 0.15
	upgrades_to = LARGE_ACOT_MASS_DRIVER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @l_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @l_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @l_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_mass_driver_re"
	}
	component_set = "ACOT_MASS_DRIVER_RE"
	projectile_gfx = "acot_mass_driver_re_l"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		l_slot
	}
	ai_tags = {
		weapon_role_anti_shield
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### Autocannon
weapon_component_template = {
	key = "ACOT_AUTOCANNON_RE"
	size = small
	icon = "GFX_ship_part_autocannon_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_autocannon_s
		max = @max_autocannon_s
	}
	windup = {
		min = 2
		max = 6
	}
	total_fire_time = 9
	range = 30
	accuracy = 0.85
	power = @s_re_power_cost
	hull_damage = 1.25
	armor_penetration = 0
	armor_damage = 0.5
	shield_penetration = 0
	shield_damage = 1.5
	tracking = 0.85
	upgrades_to = ACOT_AUTOCANNON_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_autocannon_re"
	}
	component_set = "ACOT_AUTOCANNON_RE"
	projectile_gfx = "acot_auto_cannons_re_l"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		s_slot
	}
	ai_tags = {
		weapon_role_anti_shield
		brawler
		brawler_stealth
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "MEDIUM_ACOT_AUTOCANNON_RE"
	size = medium
	icon = "GFX_ship_part_autocannon_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_autocannon_m
		max = @max_autocannon_m
	}
	windup = {
		min = 2
		max = 6
	}
	total_fire_time = 9
	range = 35
	accuracy = 0.85
	power = @m_re_power_cost
	hull_damage = 1.25
	armor_penetration = 0
	armor_damage = 0.5
	shield_penetration = 0
	shield_damage = 1.5
	tracking = 0.5
	upgrades_to = MEDIUM_ACOT_AUTOCANNON_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_autocannon_re"
	}
	component_set = "ACOT_AUTOCANNON_RE"
	projectile_gfx = "acot_auto_cannons_re_l"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		m_slot
	}
	ai_tags = {
		weapon_role_anti_shield
		brawler
		brawler_stealth
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "LARGE_ACOT_AUTOCANNON_RE"
	size = large
	icon = "GFX_ship_part_autocannon_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_autocannon_l
		max = @max_autocannon_l
	}
	windup = {
		min = 2
		max = 6
	}
	total_fire_time = 9
	range = 40
	accuracy = 0.85
	power = @l_re_power_cost
	hull_damage = 1.25
	armor_penetration = 0
	armor_damage = 0.5
	shield_penetration = 0
	shield_damage = 1.5
	tracking = 0.25
	upgrades_to = LARGE_ACOT_AUTOCANNON_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @l_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @l_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @l_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_autocannon_re"
	}
	component_set = "ACOT_AUTOCANNON_RE"
	projectile_gfx = "acot_auto_cannons_re_l"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		l_slot
	}
	ai_tags = {
		weapon_role_anti_shield
		brawler
		brawler_stealth
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### Macrocannon
weapon_component_template = {
	key = "ACOT_MACROCANNON_RE"
	size = torpedo
	icon = "GFX_ship_part_large_accelerator_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_macrocannon
		max = @max_macrocannon
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 5
	range = 45
	accuracy = 0.5
	power = @g_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 0.2
	shield_damage = 2
	tracking = 0.45
	size_damage_factor = 0.5
	upgrades_to = ACOT_MACROCANNON_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @g_re_cost
			aot_sr_runic_power = @g_re_sr_cost
		}
		upkeep = {
			alloys = @g_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @g_re_upkeep_energy
		}
	}
	potential = {
		OR = {
			ship_uses_mauler_components = no
			AND = {
				ship_uses_mauler_components = yes
				from = {
					has_technology = tech_acot_bio_weapons_enig
				}
			}
		}
	}
	prerequisites = {
		tech_macrocannon_re
	}
	component_set = "ACOT_MACROCANNON_RE"
	projectile_gfx = "acot_dakka_cannon_re"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		m_slot
	}
	ai_tags = {
		weapon_role_anti_shield
		brawler
		brawler_stealth
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### Kinetic Artillery
weapon_component_template = {
	key = "ACOT_ARTILLERY_RE"
	size = large
	icon = "GFX_ship_part_kinetic_artillery_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_artillery
		max = @max_artillery
	}
	windup = {
		min = 3
		max = 25
	}
	total_fire_time = 50
	range = 145
	min_range = 45
	accuracy = 0.75
	power = @al_re_power_cost
	hull_damage = 1
	armor_penetration = 0
	armor_damage = 0.75
	shield_penetration = 0.5
	shield_damage = 2
	tracking = 0.05
	upgrades_to = ACOT_ARTILLERY_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @al_re_cost
			aot_sr_runic_power = @al_re_sr_cost
		}
		upkeep = {
			alloys = @al_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @al_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_kinetic_artillery_re"
	}
	component_set = "ACOT_ARTILLERY_RE"
	projectile_gfx = "acot_kinetic_artillery_re"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		l_slot
	}
	ai_tags = {
		weapon_role_artillery
		artillery
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### Flak
weapon_component_template = {
	key = "ACOT_FLAK_CANNON_RE"
	size = point_defence
	icon = "GFX_ship_part_flak_batteries_re"
	icon_frame = 1
	type = point_defence
	damage = {
		min = @min_flak_s
		max = @max_flak_s
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 5
	range = 40
	accuracy = 0.8
	power = @s_re_power_cost
	hull_damage = 1
	armor_penetration = 0
	armor_damage = 0.5
	shield_penetration = 0.25
	shield_damage = 2
	tracking = 0.9
	upgrades_to = ACOT_FLAK_CANNON_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	potential = {
		OR = {
			ship_uses_weaver_components = no
			AND = {
				ship_uses_weaver_components = yes
				from = {
					has_technology = tech_acot_bio_weapons_enig
				}
			}
		}
	}
	prerequisites = {
		"tech_flak_batteries_re"
	}
	component_set = "ACOT_FLAK_CANNON_PD_RE"
	projectile_gfx = "acot_flak_pd_re"
	tags = {
		weapon_type_point_defense
		weapon_type_kinetic
		weapon_type_acot_runic
	}
	ai_tags = {
		weapon_role_point_defense
		screen
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
	point_defence_targets = {
		"missile"
		"strike_craft"
	}
}
weapon_component_template = {
	key = "SMALL_ACOT_FLAK_CANNON_RE"
	size = small
	icon = "GFX_ship_part_flak_batteries_re"
	icon_frame = 1
	type = point_defence
	damage = {
		min = @min_flak_s
		max = @max_flak_s
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 5
	range = 40
	accuracy = 0.8
	power = @s_re_power_cost
	hull_damage = 1
	armor_penetration = 0
	armor_damage = 0.5
	shield_penetration = 0.25
	shield_damage = 2
	tracking = 0.9
	upgrades_to = SMALL_ACOT_FLAK_CANNON_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	potential = {
		OR = {
			ship_uses_weaver_components = no
			AND = {
				ship_uses_weaver_components = yes
				from = {
					has_technology = tech_acot_bio_weapons_enig
				}
			}
		}
	}
	prerequisites = {
		"tech_flak_batteries_re"
	}
	component_set = "ACOT_FLAK_CANNON_RE"
	projectile_gfx = "acot_flak_pd_re"
	tags = {
		weapon_type_point_defense
		weapon_type_kinetic
		weapon_type_acot_runic
		s_slot
	}
	ai_tags = {
		weapon_role_point_defense
		screen
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
	point_defence_targets = {
		"missile"
		"strike_craft"
	}
}
weapon_component_template = {
	key = "MEDIUM_ACOT_FLAK_CANNON_RE"
	size = medium
	icon = "GFX_ship_part_flak_batteries_re"
	icon_frame = 1
	type = point_defence
	damage = {
		min = @min_flak_m
		max = @max_flak_m
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 5
	range = 80
	min_range = 20
	accuracy = 0.8
	power = @m_re_power_cost
	hull_damage = 1
	armor_penetration = 0
	armor_damage = 0.5
	shield_penetration = 0.25
	shield_damage = 2
	tracking = 0.9
	upgrades_to = MEDIUM_ACOT_FLAK_CANNON_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	potential = {
		OR = {
			ship_uses_weaver_components = no
			AND = {
				ship_uses_weaver_components = yes
				from = {
					has_technology = tech_acot_bio_weapons_enig
				}
			}
		}
	}
	prerequisites = {
		"tech_flak_batteries_re"
	}
	component_set = "ACOT_FLAK_CANNON_RE"
	projectile_gfx = "acot_flak_pd_re"
	tags = {
		weapon_type_point_defense
		weapon_type_kinetic
		weapon_type_acot_runic
		m_slot
	}
	ai_tags = {
		weapon_role_point_defense
		screen
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
	point_defence_targets = {
		"missile"
		"strike_craft"
	}
}

######################################## XL AND T
### Giga
weapon_component_template = {
	key = "ACOT_MASS_ACCELERATOR_RE"
	size = extra_large
	icon = "GFX_ship_part_mass_accelerator_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_accelerator
		max = @max_accelerator
	}
	windup = {
		min = 14
		max = 54
	}
	total_fire_time = 80
	range = 175
	accuracy = 0.75
	power = @xl_re_power_cost
	hull_damage = 1
	armor_penetration = 0
	armor_damage = 1
	shield_penetration = 0.5
	shield_damage = 2
	tracking = 0
	firing_arc = 45
	min_range = 45
	upgrades_to = ACOT_MASS_ACCELERATOR_SE
	target_weights = {
		battleship = 2
		offspring_battleship = 2
		precursor_battlecruiser = 2
		large_ship_fallen_empire = 2
		titan = 3
		juggernaut = 3
		precursor_assault_carrier = 3
		precursor_titan = 3
		massive_ship_fallen_empire = 3
	}
	resources = {
		category = ship_components
		cost = {
			alloys = @xl_re_cost
			aot_sr_runic_power = @xl_re_sr_cost
		}
		upkeep = {
			alloys = @xl_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @xl_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_mass_accelerator_re"
	}
	component_set = "ACOT_MASS_ACCELERATOR_RE"
	projectile_gfx = "acot_giga_cannon_re"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		x_slot
	}
	ai_tags = {
		weapon_role_artillery
		artillery
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "ACOT_TITAN_ACCELERATOR_RE"
	size = titanic
	type = instant
	prio_projectile = yes
	icon = "GFX_ship_part_titan_accelerator_re"
	icon_frame = 1
	damage = {
		min = @min_titan_accelerator
		max = @max_titan_accelerator
	}
	windup = {
		min = 45
		max = 90
	}
	total_fire_time = 180
	range = 300
	accuracy = 1
	power = @titanic_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 1
	shield_penetration = 0.5
	shield_damage = 2
	tracking = 0
	firing_arc = 45
	min_range = 60
	upgrades_to = ACOT_TITAN_CANNON_SE
	target_weights = {
		battleship = 2
		offspring_battleship = 2
		precursor_battlecruiser = 2
		large_ship_fallen_empire = 2
		titan = 3
		juggernaut = 3
		precursor_assault_carrier = 3
		precursor_titan = 3
		massive_ship_fallen_empire = 3
	}
	resources = {
		category = ship_components
		cost = {
			alloys = @titanic_re_cost
			aot_sr_runic_power = @titanic_re_sr_cost
		}
		upkeep = {
			alloys = @titanic_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @titanic_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_titan_accelerator_re"
	}
	component_set = "ACOT_TITAN_ACCELERATOR_RE"
	projectile_gfx = "acot_giga_cannon_re"
	tags = {
		weapon_type_kinetic
		weapon_type_acot_runic
		t_slot
	}
	ai_tags = {
		weapon_role_artillery
		artillery
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

#####################################################
####  MISSILE
#####################################################
### Missiles
weapon_component_template = {
	key = "ACOT_MISSILE_RE"
	size = small
	icon = "GFX_ship_part_missile_re"
	icon_frame = 1
	type = missile
	damage = {
		min = @min_missile_s
		max = @max_missile_s
	}
	windup = {
		min = 10
		max = 40
	}
	total_fire_time = 60
	range = 100
	accuracy = 1
	missile_speed = 22
	missile_evasion = 0.8
	missile_health = 11
	missile_armor = 11
	missile_retarget_range = 100
	power = @s_re_power_cost
	hull_damage = 1.25
	armor_damage = 1
	armor_penetration = 0
	shield_damage = 1.25
	shield_penetration = 1
	tracking = 0.35
	upgrades_to = ACOT_MISSILE_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_missile_re"
	}
